id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,timestamp
the-open-network,ton,Toncoin,https://coin-images.coingecko.com/coins/images/17980/large/photo_2024-09-10_17.09.00.jpeg?1725963446,3.09,7619967923,14,15795361527,240050665.0,3.27,3.04,-0.1515898981670149,-4.68335,-432117370.42595387,-5.36653,2473069465.25885,5126406142.337267,,7.7,-59.99936,2024-06-15T00:36:51.509Z,0.44288,595.22376,2021-09-21T00:33:11.092Z,,2025-04-04T20:32:01.407Z,2025-04-04 13:33:03.464273
chainlink,link,Chainlink,https://coin-images.coingecko.com/coins/images/877/large/chainlink-new-logo.png?1696502009,11.81,7534264391,15,11807341683,539330140.0,11.97,11.24,0.369686,3.23176,210550441.0,2.87491,638099971.4505637,1000000000.0,1000000000.0,43.32,-72.86152,2021-05-10T00:13:57.214Z,0.125048,9300.72284,2017-11-29T00:00:00.000Z,,2025-04-04T20:32:00.208Z,2025-04-04 13:33:03.464273
stellar,xlm,Stellar,https://coin-images.coingecko.com/coins/images/100/large/fmpFRHHQ_400x400.jpg?1735231350,0.236494,7271375948,16,11812497556,158838181.0,0.240559,0.229352,0.00339306,1.45562,73527238.0,1.02152,30779417210.50917,50001786892.81792,50001786892.81792,0.729104,-67.67769,2018-01-03T00:00:00.000Z,0.00043158,54504.85906,2015-03-05T00:00:00.000Z,,2025-04-04T20:32:01.307Z,2025-04-04 13:33:03.464273
usds,usds,USDS,https://coin-images.coingecko.com/coins/images/39926/large/usds.webp?1726666683,0.914143,7249609561,17,7249609561,12814624.0,0.914735,0.900204,0.00776987,0.85725,2583328.0,0.03565,7930490039.355793,7930490039.355793,,0.99869,-8.47668,2025-01-13T15:26:08.505Z,0.859375,6.36031,2024-10-03T13:19:28.826Z,,2025-04-04T20:32:00.246Z,2025-04-04 13:33:03.464273
wrapped-steth,wsteth,Wrapped stETH,https://coin-images.coingecko.com/coins/images/18834/large/wstETH.png?1696518295,1984.66,7109576695,18,7109576695,26748826.0,1996.6,1914.6,55.82,2.89383,157057279.0,2.259,3584778.484173984,3584778.484173984,,6978.69,-71.67035,2022-05-13T15:09:54.509Z,538.08,267.42514,2022-05-13T01:36:45.053Z,,2025-04-04T20:32:01.115Z,2025-04-04 13:33:03.464273
avalanche-2,avax,Avalanche,https://coin-images.coingecko.com/coins/images/12559/large/Avalanche_Circle_RedWhite_Trans.png?1696512369,16.52,6857415651,19,7462955687,328034574.0,17.04,16.01,0.263931,1.62358,93107348.0,1.37645,415262235.3900206,451931721.599735,720000000.0,128.43,-87.17971,2021-11-21T14:18:56.538Z,2.28,621.43691,2020-12-31T13:15:21.540Z,,2025-04-04T20:31:57.988Z,2025-04-04 13:33:03.464273
sui,sui,Sui,https://coin-images.coingecko.com/coins/images/26375/large/sui-ocean-square.png?1727791290,2.08,6747746612,20,20762406507,1424964010.0,2.1,1.94,0.077651,3.87898,222778018.0,3.41424,3249982900.458887,10000000000.0,10000000000.0,5.19,-60.03534,2025-01-04T22:56:18.063Z,0.344803,500.9784,2023-10-19T22:05:15.703Z,,2025-04-04T20:32:00.763Z,2025-04-04 13:33:03.464273
shiba-inu,shib,Shiba Inu,https://coin-images.coingecko.com/coins/images/11939/large/shiba.png?1696511800,1.117e-05,6582747712,21,6585585556,231634240.0,1.136e-05,1.082e-05,1.56568e-07,1.42179,71457552.0,1.09744,589250638549611.1,589504666407400.4,,7.424e-05,-84.98597,2021-10-28T03:54:55.568Z,4.6962e-11,23735606.73774,2020-12-11T05:57:22.476Z,,2025-04-04T20:31:59.979Z,2025-04-04 13:33:03.464273
hedera-hashgraph,hbar,Hedera,https://coin-images.coingecko.com/coins/images/3688/large/hbar.png?1696504364,0.150974,6377069656,22,7550705113,277840110.0,0.152688,0.142542,0.00552697,3.79998,233313155.0,3.79757,42228305571.0683,50000000000.0,50000000000.0,0.481298,-68.64821,2021-09-15T10:40:28.318Z,0.00882817,1609.25016,2020-01-02T17:30:24.852Z,,2025-04-04T20:32:02.949Z,2025-04-04 13:33:03.464273
litecoin,ltc,Litecoin,https://coin-images.coingecko.com/coins/images/2/large/litecoin.png?1696501400,76.95,5824872950,23,5825155706,363032545.0,77.56,74.03,2.58,3.46541,183588890.0,3.25438,75706214.48347135,75709889.48347135,84000000.0,337.56,-77.30026,2021-05-10T03:13:07.904Z,0.981314,7708.53411,2015-01-14T00:00:00.000Z,,2025-04-04T20:31:55.576Z,2025-04-04 13:33:03.464273
polkadot,dot,Polkadot,https://coin-images.coingecko.com/coins/images/12171/large/polkadot.png?1696512008,3.69,5617596719,24,5617596719,161707355.0,3.75,3.58,0.054876,1.51033,71780449.0,1.29432,1522267060.0,1522267060.0,,47.6,-92.26719,2021-11-04T14:10:09.301Z,2.27,62.19725,2020-08-19T03:44:11.556Z,,2025-04-04T20:31:56.927Z,2025-04-04 13:33:03.464273
mantra-dao,om,MANTRA,https://coin-images.coingecko.com/coins/images/12151/large/OM_Token.png?1696511991,5.74,5538892992,25,10410020778,69388344.0,5.83,5.66,-0.057094028595249,-0.9856,-65179600.88445473,-1.16308,965599580.89,1814787127.03,,8.59,-33.38103,2025-02-23T01:52:21.073Z,0.01615133,35335.22829,2023-09-11T19:45:03.621Z,,2025-04-04T20:31:54.045Z,2025-04-04 13:33:03.464273
bitcoin-cash,bch,Bitcoin Cash,https://coin-images.coingecko.com/coins/images/780/large/bitcoin-cash-circle.png?1696501932,273.24,5423446360,26,5423493316,166470241.0,281.88,266.73,6.38,2.38897,116521746.0,2.19565,19851334.27165078,19851506.14665078,21000000.0,3187.12,-91.45666,2017-12-20T00:00:00.000Z,68.03,300.22888,2018-12-16T00:00:00.000Z,,2025-04-04T20:31:58.426Z,2025-04-04 13:33:03.464273
bitget-token,bgb,Bitget Token,https://coin-images.coingecko.com/coins/images/11610/large/Bitget_logo.png?1736925727,4.14,4969569684,27,4969569684,102883661.0,4.17,4.02,0.099162,2.45296,112956658.0,2.32583,1199999994.2,1199999994.2,2000000000.0,8.1,-49.02063,2024-12-27T11:41:24.992Z,0.01270123,32423.89751,2020-06-25T04:17:05.895Z,,2025-04-04T20:31:58.737Z,2025-04-04 13:33:03.464273
ethena-usde,usde,Ethena USDe,https://coin-images.coingecko.com/coins/images/33613/large/usde.png?1733810059,0.913102,4794059779,28,4794059779,123072988.0,0.914227,0.900017,0.00731788,0.80791,35835738.0,0.75313,5250252332.166143,5250252332.166143,,0.987328,-7.50418,2025-01-13T15:16:17.109Z,0.842908,8.34359,2024-10-04T07:57:15.809Z,,2025-04-04T20:32:02.261Z,2025-04-04 13:33:03.464273
binance-bridged-usdt-bnb-smart-chain,bsc-usd,Binance Bridged USDT (BNB Smart Chain),https://coin-images.coingecko.com/coins/images/35021/large/USDT.png?1707233575,0.914038,4741532715,29,4741532715,229109198.0,0.917212,0.899566,0.00719097,0.79296,46900050.0,0.99901,5184994301.618546,5184994301.618546,,1.011,-9.36782,2025-02-03T02:06:31.189Z,0.873927,4.83373,2024-08-27T22:10:58.536Z,,2025-04-04T20:32:00.237Z,2025-04-04 13:33:03.464273
weth,weth,WETH,https://coin-images.coingecko.com/coins/images/2518/large/weth.png?1696503332,1654.3,4740406684,30,4740406684,567922061.0,1669.42,1601.21,38.99,2.41402,152725532.0,3.32904,2868104.402401169,2867611.911819349,,4147.46,-60.21977,2021-11-12T00:00:00.000Z,72.6,2172.44195,2018-12-15T00:00:00.000Z,,2025-04-04T20:31:55.803Z,2025-04-04 13:33:03.464273
wrapped-eeth,weeth,Wrapped eETH,https://coin-images.coingecko.com/coins/images/33033/large/weETH.png?1701438396,1761.74,3761371340,31,3761371340,4881335.0,1773.18,1703.08,42.88,2.49474,90903263.0,2.47661,2138369.617165409,2138369.617165409,,4100.76,-57.09093,2024-12-16T18:57:39.347Z,1678.0,4.86299,2025-04-03T15:11:50.320Z,,2025-04-04T20:32:01.474Z,2025-04-04 13:33:03.464273
hyperliquid,hype,Hyperliquid,https://coin-images.coingecko.com/coins/images/50882/large/hyperliquid.jpg?1729431300,10.93,3663238871,32,10970034548,121751978.0,11.07,10.05,0.542863,5.22469,169726112.0,4.85832,333928180.0,999990391.0,1000000000.0,33.52,-67.24461,2024-12-22T03:56:00.276Z,3.6,204.70456,2024-11-29T09:30:30.871Z,,2025-04-04T20:31:51.736Z,2025-04-04 13:33:03.464273
whitebit,wbt,WhiteBIT Coin,https://coin-images.coingecko.com/coins/images/27045/large/wbt_token.png?1696526096,25.25,3636105599,33,8275360505,46422013.0,25.45,24.81,0.281578,1.12782,32441142.0,0.90023,144118517.10815412,327997263.0,400000000.0,30.07,-16.28871,2025-03-02T22:22:36.852Z,2.85,782.06455,2023-02-13T19:01:21.899Z,,2025-04-04T20:32:01.708Z,2025-04-04 13:33:03.464273
monero,xmr,Monero,https://coin-images.coingecko.com/coins/images/69/large/monero_logo.png?1696501460,195.74,3614517365,34,3614517365,66075693.0,198.96,190.27,5.47,2.87645,105835522.0,3.01639,18446744.07370955,18446744.07370955,,454.53,-57.0013,2018-01-09T00:00:00.000Z,0.184652,105744.33263,2015-01-14T00:00:00.000Z,,2025-04-04T20:31:55.087Z,2025-04-04 13:33:03.464273
pi-network,pi,Pi Network,https://coin-images.coingecko.com/coins/images/54342/large/pi_network.jpg?1739347576,0.478084,3253798222,35,5005294276,398048134.0,0.52795,0.462355,-0.044318879608834,-8.48366,-320484602.91071224,-8.9664,6810745631.451552,10476920753.82012,100000000000.0,2.84,-83.17222,2025-02-26T16:41:03.732Z,0.462355,3.43602,2025-04-04T12:10:31.216Z,,2025-04-04T20:31:55.326Z,2025-04-04 13:33:03.464273
uniswap,uni,Uniswap,https://coin-images.coingecko.com/coins/images/12504/large/uniswap-logo.png?1720676669,5.39,3234353890,36,5386253220,155268741.0,5.48,5.14,0.186497,3.581,96269689.0,3.06779,600483073.71,1000000000.0,1000000000.0,37.37,-85.63369,2021-05-03T05:25:04.822Z,0.874238,514.14243,2020-09-17T01:20:38.214Z,,2025-04-04T20:32:01.614Z,2025-04-04 13:33:03.464273
dai,dai,Dai,https://coin-images.coingecko.com/coins/images/9956/large/Badge_Dai.png?1696509996,0.914252,2864843803,37,2864843803,111078427.0,0.914552,0.900222,0.00795349,0.87758,-3929229.937763214,-0.13697,3133844399.170409,3133844399.170409,,1.11,-17.51085,2022-10-02T12:21:04.914Z,0.759326,20.25731,2021-05-19T13:05:49.822Z,,2025-04-04T20:32:00.097Z,2025-04-04 13:33:03.464273
susds,susds,sUSDS,https://coin-images.coingecko.com/coins/images/52721/large/sUSDS_Coin.png?1734086971,0.955861,2764239852,38,2764239852,4665192.0,0.956971,0.941534,0.00865943,0.91421,65761579.0,2.43699,2891180122.371299,2891180122.371299,,1.063,-10.10387,2025-02-03T02:31:35.208Z,0.932573,2.48907,2025-01-04T01:21:08.460Z,,2025-04-04T20:31:59.427Z,2025-04-04 13:33:03.464273
near,near,NEAR Protocol,https://coin-images.coingecko.com/coins/images/10365/large/near.jpg?1696510367,2.27,2718664977,39,2818568621,198343203.0,2.34,2.18,0.02508011,1.11914,11921308.0,0.44043,1199381442.0,1243455492.0,,18.07,-87.47754,2022-04-08T07:23:59.952Z,0.449891,402.99248,2020-11-04T16:09:15.137Z,,2025-04-04T20:31:55.865Z,2025-04-04 13:33:03.464273
pepe,pepe,Pepe,https://coin-images.coingecko.com/coins/images/29850/large/pepe-token.jpeg?1696528776,6.46e-06,2717981990,40,2717981990,942025858.0,6.59e-06,5.94e-06,5.20846e-07,8.76531,215128286.0,8.59532,420690000000000.0,420690000000000.0,420690000000000.0,2.649e-05,-75.6356,2024-12-09T16:30:35.828Z,5.0442e-08,12694.02159,2023-04-18T02:14:41.591Z,,2025-04-04T20:31:56.830Z,2025-04-04 13:33:03.464273
bitcoin,btc,Bitcoin,https://coin-images.coingecko.com/coins/images/1/large/bitcoin.png?1696501400,76731.0,1520099726230,1,1520099726230,43908418311.0,77146.0,73966.0,2570.62,3.46628,49176978831.0,3.34327,19846656.0,19846656.0,21000000.0,105495.0,-27.71633,2025-01-20T07:16:25.271Z,51.3,148551.25173,2013-07-05T00:00:00.000Z,,2025-04-04T20:33:57.489Z,2025-04-04 13:34:03.636289
ethereum,eth,Ethereum,https://coin-images.coingecko.com/coins/images/279/large/ethereum.png?1696501628,1657.52,199601092905,2,199601092905,18085779717.0,1667.59,1599.15,41.96,2.59729,4156181561.0,2.12652,120666956.0999141,120666956.0999141,,4228.93,-61.03856,2021-12-01T08:38:24.623Z,0.381455,431838.30244,2015-10-20T00:00:00.000Z,"{'times': 27.90134427179307, 'currency': 'btc', 'percentage': 2790.1344271793073}",2025-04-04T20:34:02.309Z,2025-04-04 13:34:03.636289
tether,usdt,Tether,https://coin-images.coingecko.com/coins/images/325/large/Tether.png?1696501661,0.913895,131666990921,3,131666990921,57595150201.0,0.914618,0.900041,0.00783961,0.86525,971542390.0,0.74336,144086679997.8651,144086679997.8651,,1.17,-21.70571,2025-01-25T16:51:57.989Z,0.533096,71.21003,2015-03-02T00:00:00.000Z,,2025-04-04T20:33:59.889Z,2025-04-04 13:34:03.636289
ripple,xrp,XRP,https://coin-images.coingecko.com/coins/images/44/large/xrp-symbol-white-128.png?1696501442,1.95,113028255527,4,193930149470,4977034935.0,1.96,1.83,0.09644,5.21633,4804461787.0,4.43938,58274974538.0,99986277500.0,100000000000.0,3.28,-41.13678,2025-01-16T17:00:22.630Z,0.00194619,99249.59657,2013-08-16T00:00:00.000Z,,2025-04-04T20:33:56.742Z,2025-04-04 13:34:03.636289
binancecoin,bnb,BNB,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,546.6,79620393083,5,79620393083,700853798.0,547.7,528.74,13.79,2.5881,1798675234.0,2.31128,145887575.79,145887575.79,200000000.0,751.34,-27.66715,2024-12-04T10:35:25.220Z,0.03359941,1617386.70656,2017-10-19T00:00:00.000Z,,2025-04-04T20:33:57.395Z,2025-04-04 13:34:03.636289
solana,sol,Solana,https://coin-images.coingecko.com/coins/images/4128/large/solana.png?1718769756,112.48,57692748163,6,67027135788,5635162915.0,112.58,102.92,7.9,7.55689,3935371624.0,7.32062,514449911.529926,597685240.7612484,,285.6,-60.94549,2025-01-19T11:15:27.957Z,0.46316,23982.39055,2020-05-11T19:35:23.449Z,,2025-04-04T20:33:55.807Z,2025-04-04 13:34:03.636289
usd-coin,usdc,USDC,https://coin-images.coingecko.com/coins/images/6319/large/usdc.png?1696506694,0.914216,55479434323,7,55517770891,14319696508.0,0.91494,0.900326,0.00779314,0.85977,355428942.0,0.64478,60691568514.55579,60733506693.28579,,14.76,-93.81386,2025-01-23T04:45:51.184Z,0.730265,25.03041,2021-05-19T13:14:05.611Z,,2025-04-04T20:34:00.996Z,2025-04-04 13:34:03.636289
dogecoin,doge,Dogecoin,https://coin-images.coingecko.com/coins/images/5/large/dogecoin.png?1696501409,0.155484,23022795316,8,23024876157,1606602783.0,0.156826,0.143363,0.01212157,8.45518,1639212540.0,7.66575,148702566383.7052,148716006383.7052,,0.601466,-74.38824,2021-05-08T05:08:23.458Z,7.662e-05,200961.35932,2015-05-06T00:00:00.000Z,,2025-04-04T20:33:58.792Z,2025-04-04 13:34:03.636289
cardano,ada,Cardano,https://coin-images.coingecko.com/coins/images/975/large/cardano.png?1696502090,0.603763,21685810126,9,27110306816,865773386.0,0.607553,0.569161,0.02397033,4.13429,784194820.0,3.75184,35995957636.81128,45000000000.0,45000000000.0,2.61,-76.96986,2021-09-02T06:00:10.474Z,0.01722339,3385.47171,2020-03-13T02:22:55.044Z,,2025-04-04T20:33:58.659Z,2025-04-04 13:34:03.636289
tron,trx,TRON,https://coin-images.coingecko.com/coins/images/1094/large/tron-logo.png?1696502193,0.219372,20811102800,10,20811108011,552576607.0,0.221125,0.213691,0.00554358,2.59253,506447912.0,2.49425,94979869949.31204,94979857466.10588,,0.410308,-46.82184,2024-12-04T00:10:40.323Z,0.00154713,14003.21349,2017-11-12T00:00:00.000Z,"{'times': 125.27600860965758, 'currency': 'usd', 'percentage': 12527.600860965758}",2025-04-04T20:33:58.864Z,2025-04-04 13:34:03.636289
staked-ether,steth,Lido Staked Ether,https://coin-images.coingecko.com/coins/images/13442/large/steth_logo.png?1696513206,1656.08,15516336939,11,15516336939,19145011.0,1666.98,1599.72,42.1,2.60866,400446311.0,2.64917,9371388.164874518,9371388.164874518,,4188.52,-60.67557,2021-11-12T02:16:02.325Z,394.87,317.1322,2020-12-22T04:08:21.854Z,,2025-04-04T20:33:55.781Z,2025-04-04 13:34:03.636289
wrapped-bitcoin,wbtc,Wrapped Bitcoin,https://coin-images.coingecko.com/coins/images/7598/large/wrapped_bitcoin_wbtc.png?1696507857,76549.0,9853900466,12,9853900466,309613017.0,77114.0,73940.0,2519.79,3.40377,305303946.0,3.19737,128915.05657878,128915.05657878,128915.05657878,105131.0,-27.49017,2025-01-20T07:16:27.137Z,2801.21,2621.32747,2019-04-02T00:00:00.000Z,,2025-04-04T20:34:01.393Z,2025-04-04 13:34:03.636289
leo-token,leo,LEO Token,https://coin-images.coingecko.com/coins/images/8418/large/leo-token.png?1696508607,8.74,8061848735,13,8598056785,4223458.0,8.74,8.44,0.209507,2.45707,197918331.0,2.51679,923796160.9,985239504.0,,9.68,-10.11258,2025-03-02T17:40:34.261Z,0.715663,1116.38178,2019-12-31T12:19:48.870Z,,2025-04-04T20:34:01.731Z,2025-04-04 13:34:03.636289
the-open-network,ton,Toncoin,https://coin-images.coingecko.com/coins/images/17980/large/photo_2024-09-10_17.09.00.jpeg?1725963446,3.09,7642257229,14,15841574591,241335500.0,3.27,3.04,-0.1466207781280988,-4.52983,-375426467.59114265,-4.68248,2473069465.25885,5126406142.337267,,7.7,-59.99936,2024-06-15T00:36:51.509Z,0.44288,595.22376,2021-09-21T00:33:11.092Z,,2025-04-04T20:33:58.846Z,2025-04-04 13:34:03.636289
chainlink,link,Chainlink,https://coin-images.coingecko.com/coins/images/877/large/chainlink-new-logo.png?1696502009,11.84,7534264391,15,11807341683,539677138.0,11.97,11.24,0.396003,3.46182,210550441.0,2.87491,638099971.4505637,1000000000.0,1000000000.0,43.32,-72.86152,2021-05-10T00:13:57.214Z,0.125048,9300.72284,2017-11-29T00:00:00.000Z,,2025-04-04T20:34:00.563Z,2025-04-04 13:34:03.636289
stellar,xlm,Stellar,https://coin-images.coingecko.com/coins/images/100/large/fmpFRHHQ_400x400.jpg?1735231350,0.236662,7271375948,16,11812497556,161612895.0,0.240559,0.229352,0.00356075,1.52756,73527238.0,1.02152,30779417210.50917,50001786892.81792,50001786892.81792,0.729104,-67.67769,2018-01-03T00:00:00.000Z,0.00043158,54504.85906,2015-03-05T00:00:00.000Z,,2025-04-04T20:33:57.507Z,2025-04-04 13:34:03.636289
usds,usds,USDS,https://coin-images.coingecko.com/coins/images/39926/large/usds.webp?1726666683,0.91409,7249609561,17,7249609561,11480522.0,0.914735,0.900204,0.00771599,0.8513,2583328.0,0.03565,7930490039.355793,7930490039.355793,,0.99869,-8.47668,2025-01-13T15:26:08.505Z,0.859375,6.36031,2024-10-03T13:19:28.826Z,,2025-04-04T20:33:58.825Z,2025-04-04 13:34:03.636289
wrapped-steth,wsteth,Wrapped stETH,https://coin-images.coingecko.com/coins/images/18834/large/wstETH.png?1696518295,1984.17,7115014847,18,7115014847,26732192.0,1996.6,1914.6,55.33,2.86844,166035526.0,2.38935,3584778.484173984,3584778.484173984,,6978.69,-71.67035,2022-05-13T15:09:54.509Z,538.08,267.42514,2022-05-13T01:36:45.053Z,,2025-04-04T20:33:59.793Z,2025-04-04 13:34:03.636289
avalanche-2,avax,Avalanche,https://coin-images.coingecko.com/coins/images/12559/large/Avalanche_Circle_RedWhite_Trans.png?1696512369,16.56,6878579657,19,7485988567,330184679.0,17.04,16.01,0.308065,1.89508,134551990.0,1.99513,415262235.3900206,451931721.599735,720000000.0,128.43,-87.17971,2021-11-21T14:18:56.538Z,2.28,621.43691,2020-12-31T13:15:21.540Z,,2025-04-04T20:33:56.434Z,2025-04-04 13:34:03.636289
sui,sui,Sui,https://coin-images.coingecko.com/coins/images/26375/large/sui-ocean-square.png?1727791290,2.08,6747746612,20,20762406507,1437137216.0,2.1,1.94,0.082637,4.12806,222778018.0,3.41424,3249982900.458887,10000000000.0,10000000000.0,5.19,-60.03534,2025-01-04T22:56:18.063Z,0.344803,500.9784,2023-10-19T22:05:15.703Z,,2025-04-04T20:34:01.720Z,2025-04-04 13:34:03.636289
shiba-inu,shib,Shiba Inu,https://coin-images.coingecko.com/coins/images/11939/large/shiba.png?1696511800,1.12e-05,6594334858,21,6597177697,246120284.0,1.136e-05,1.082e-05,1.91486e-07,1.73888,108830710.0,1.67806,589250638549611.1,589504666407400.4,,7.424e-05,-84.98597,2021-10-28T03:54:55.568Z,4.6962e-11,23735606.73774,2020-12-11T05:57:22.476Z,,2025-04-04T20:33:55.764Z,2025-04-04 13:34:03.636289
hedera-hashgraph,hbar,Hedera,https://coin-images.coingecko.com/coins/images/3688/large/hbar.png?1696504364,0.151183,6383067808,22,7557807164,285784830.0,0.152688,0.142542,0.00573576,3.94353,240203006.0,3.91028,42228305571.0683,50000000000.0,50000000000.0,0.481298,-68.64821,2021-09-15T10:40:28.318Z,0.00882817,1609.25016,2020-01-02T17:30:24.852Z,,2025-04-04T20:34:01.433Z,2025-04-04 13:34:03.636289
litecoin,ltc,Litecoin,https://coin-images.coingecko.com/coins/images/2/large/litecoin.png?1696501400,77.08,5824872950,23,5825155706,365156855.0,77.56,74.03,2.7,3.63456,183588890.0,3.25438,75706214.48347135,75709889.48347135,84000000.0,337.56,-77.30026,2021-05-10T03:13:07.904Z,0.981314,7708.53411,2015-01-14T00:00:00.000Z,,2025-04-04T20:33:52.112Z,2025-04-04 13:34:03.636289
polkadot,dot,Polkadot,https://coin-images.coingecko.com/coins/images/12171/large/polkadot.png?1696512008,3.7,5624498170,24,5624498170,164822753.0,3.75,3.58,0.062118,1.70964,91001236.0,1.64455,1522267060.0,1522267060.0,,47.6,-92.26719,2021-11-04T14:10:09.301Z,2.27,62.19725,2020-08-19T03:44:11.556Z,,2025-04-04T20:33:54.750Z,2025-04-04 13:34:03.636289
mantra-dao,om,MANTRA,https://coin-images.coingecko.com/coins/images/12151/large/OM_Token.png?1696511991,5.74,5544347076,25,10420248009,69368189.0,5.83,5.66,-0.0554160702154682,-0.95663,-49212697.67302227,-0.87981,965601748.92,1814787127.03,,8.59,-33.38103,2025-02-23T01:52:21.073Z,0.01615133,35335.22829,2023-09-11T19:45:03.621Z,,2025-04-04T20:34:02.120Z,2025-04-04 13:34:03.636289
bitcoin-cash,bch,Bitcoin Cash,https://coin-images.coingecko.com/coins/images/780/large/bitcoin-cash-circle.png?1696501932,273.84,5423446360,26,5423493316,167489658.0,281.88,266.73,6.98,2.61612,116521746.0,2.19565,19851334.27165078,19851506.14665078,21000000.0,3187.12,-91.45666,2017-12-20T00:00:00.000Z,68.03,300.22888,2018-12-16T00:00:00.000Z,,2025-04-04T20:33:57.700Z,2025-04-04 13:34:03.636289
bitget-token,bgb,Bitget Token,https://coin-images.coingecko.com/coins/images/11610/large/Bitget_logo.png?1736925727,4.15,4969569684,27,4969569684,103004436.0,4.17,4.02,0.104037,2.57355,112956658.0,2.32583,1199999994.2,1199999994.2,2000000000.0,8.1,-49.02063,2024-12-27T11:41:24.992Z,0.01270123,32423.89751,2020-06-25T04:17:05.895Z,,2025-04-04T20:33:55.910Z,2025-04-04 13:34:03.636289
ethena-usde,usde,Ethena USDe,https://coin-images.coingecko.com/coins/images/33613/large/usde.png?1733810059,0.912858,4794059779,28,4794059779,123262352.0,0.914227,0.900017,0.0070737,0.78095,35835738.0,0.75313,5250252332.166143,5250252332.166143,,0.987328,-7.50418,2025-01-13T15:16:17.109Z,0.842908,8.34359,2024-10-04T07:57:15.809Z,,2025-04-04T20:33:58.520Z,2025-04-04 13:34:03.636289
binance-bridged-usdt-bnb-smart-chain,bsc-usd,Binance Bridged USDT (BNB Smart Chain),https://coin-images.coingecko.com/coins/images/35021/large/USDT.png?1707233575,0.914321,4741532715,29,4741532715,236245262.0,0.917212,0.899566,0.00747385,0.82416,46900050.0,0.99901,5184994301.618546,5184994301.618546,,1.011,-9.36782,2025-02-03T02:06:31.189Z,0.873927,4.83373,2024-08-27T22:10:58.536Z,,2025-04-04T20:33:57.436Z,2025-04-04 13:34:03.636289
weth,weth,WETH,https://coin-images.coingecko.com/coins/images/2518/large/weth.png?1696503332,1658.03,4740406684,30,4740406684,539145941.0,1669.42,1601.21,42.73,2.64519,152725532.0,3.32904,2868104.402401169,2867611.911819349,,4147.46,-60.21977,2021-11-12T00:00:00.000Z,72.6,2172.44195,2018-12-15T00:00:00.000Z,,2025-04-04T20:34:02.385Z,2025-04-04 13:34:03.636289
wrapped-eeth,weeth,Wrapped eETH,https://coin-images.coingecko.com/coins/images/33033/large/weETH.png?1701438396,1759.84,3761371340,31,3761371340,4875964.0,1773.18,1703.08,40.98,2.38418,90903263.0,2.47661,2138369.617165409,2138369.617165409,,4100.76,-57.09093,2024-12-16T18:57:39.347Z,1678.0,4.86299,2025-04-03T15:11:50.320Z,,2025-04-04T20:33:59.660Z,2025-04-04 13:34:03.636289
hyperliquid,hype,Hyperliquid,https://coin-images.coingecko.com/coins/images/50882/large/hyperliquid.jpg?1729431300,10.97,3654791222,32,10944736988,122200209.0,11.07,10.05,0.574741,5.53149,172263024.0,4.94649,333928180.0,999990391.0,1000000000.0,33.52,-67.24461,2024-12-22T03:56:00.276Z,3.6,204.70456,2024-11-29T09:30:30.871Z,,2025-04-04T20:34:00.339Z,2025-04-04 13:34:03.636289
whitebit,wbt,WhiteBIT Coin,https://coin-images.coingecko.com/coins/images/27045/large/wbt_token.png?1696526096,25.24,3636105599,33,8275360505,46407377.0,25.45,24.81,0.312534,1.25362,32441142.0,0.90023,144118517.10815412,327997263.0,400000000.0,30.07,-16.28871,2025-03-02T22:22:36.852Z,2.85,782.06455,2023-02-13T19:01:21.899Z,,2025-04-04T20:33:59.163Z,2025-04-04 13:34:03.636289
monero,xmr,Monero,https://coin-images.coingecko.com/coins/images/69/large/monero_logo.png?1696501460,195.89,3614517365,34,3614517365,66303298.0,198.96,190.27,5.63,2.95794,105835522.0,3.01639,18446744.07370955,18446744.07370955,,454.53,-57.0013,2018-01-09T00:00:00.000Z,0.184652,105744.33263,2015-01-14T00:00:00.000Z,,2025-04-04T20:34:02.311Z,2025-04-04 13:34:03.636289
pi-network,pi,Pi Network,https://coin-images.coingecko.com/coins/images/54342/large/pi_network.jpg?1739347576,0.479259,3253798222,35,5005294276,398322359.0,0.52795,0.462355,-0.0431433805020112,-8.25864,-320484602.91071224,-8.9664,6810745631.451552,10478646090.95621,100000000000.0,2.84,-83.17222,2025-02-26T16:41:03.732Z,0.462355,3.43602,2025-04-04T12:10:31.216Z,,2025-04-04T20:33:53.702Z,2025-04-04 13:34:03.636289
uniswap,uni,Uniswap,https://coin-images.coingecko.com/coins/images/12504/large/uniswap-logo.png?1720676669,5.4,3243975589,36,5402276486,155480924.0,5.48,5.14,0.192478,3.69585,116827329.0,3.73591,600483073.71,1000000000.0,1000000000.0,37.37,-85.63369,2021-05-03T05:25:04.822Z,0.874238,514.14243,2020-09-17T01:20:38.214Z,,2025-04-04T20:34:01.633Z,2025-04-04 13:34:03.636289
